Timestamp,Sender,Receiver,MessageType,Severity,Distance,Success
00:22.9,7,15,COLLISION_WARNING,MEDIUM,17.81,True
00:22.9,7,12,NEARBY_COLLISION,MEDIUM,92.48,True
00:22.9,15,16,NEARBY_COLLISION,MEDIUM,14.34,True
00:22.9,7,16,NEARBY_COLLISION,MEDIUM,9.31,True
00:22.9,15,17,NEARBY_COLLISION,MEDIUM,3.51,True
00:22.9,7,17,NEARBY_COLLISION,MEDIUM,19.10,True
00:22.9,7,21,NEARBY_COLLISION,MEDIUM,95.95,True
00:22.9,15,31,NEARBY_COLLISION,MEDIUM,67.87,True
00:22.9,7,31,NEARBY_COLLISION,MEDIUM,85.44,True
00:22.9,22,9,COLLISION_WARNING,HIGH,27.06,True
00:22.9,9,22,COLLISION_WARNING,HIGH,27.06,True
00:22.9,22,11,NEARBY_COLLISION,HIGH,62.61,True
00:22.9,9,11,NEARBY_COLLISION,HIGH,87.91,False
00:22.9,9,16,NEARBY_COLLISION,HIGH,95.14,True
00:22.9,9,23,NEARBY_COLLISION,HIGH,99.23,True
00:22.9,22,25,NEARBY_COLLISION,HIGH,51.97,True
00:22.9,9,25,NEARBY_COLLISION,HIGH,33.53,True
00:22.9,9,3,NEARBY_COLLISION,HIGH,86.66,True
00:22.9,9,39,NEARBY_COLLISION,HIGH,98.13,True
00:22.9,22,8,NEARBY_COLLISION,HIGH,69.33,True
00:22.9,9,8,NEARBY_COLLISION,HIGH,51.30,True
00:22.9,25,8,COLLISION_WARNING,HIGH,17.96,True
00:22.9,8,25,COLLISION_WARNING,HIGH,17.96,True
00:22.9,25,11,NEARBY_COLLISION,HIGH,99.55,True
00:22.9,8,21,NEARBY_COLLISION,HIGH,97.12,True
00:22.9,25,22,NEARBY_COLLISION,HIGH,51.97,True
00:22.9,8,22,NEARBY_COLLISION,HIGH,69.33,True
00:22.9,25,23,NEARBY_COLLISION,HIGH,71.49,True
00:22.9,8,23,NEARBY_COLLISION,HIGH,61.88,True
00:22.9,25,3,NEARBY_COLLISION,HIGH,54.67,True
00:22.9,8,3,NEARBY_COLLISION,HIGH,37.27,True
00:22.9,8,33,NEARBY_COLLISION,HIGH,82.80,True
00:22.9,25,39,NEARBY_COLLISION,HIGH,64.60,False
00:22.9,8,39,NEARBY_COLLISION,HIGH,47.04,True
00:22.9,25,9,NEARBY_COLLISION,HIGH,33.53,True
00:22.9,8,9,NEARBY_COLLISION,HIGH,51.30,True
00:22.9,26,4,COLLISION_WARNING,HIGH,3.53,True
00:22.9,4,26,COLLISION_WARNING,HIGH,3.53,True
00:22.9,4,10,NEARBY_COLLISION,HIGH,98.75,True
00:22.9,26,14,NEARBY_COLLISION,HIGH,85.58,True
00:22.9,4,14,NEARBY_COLLISION,HIGH,84.82,True
00:22.9,26,20,NEARBY_COLLISION,HIGH,80.88,True
00:22.9,4,20,NEARBY_COLLISION,HIGH,79.17,True
00:22.9,26,33,NEARBY_COLLISION,HIGH,55.77,True
00:22.9,4,33,NEARBY_COLLISION,HIGH,53.19,True
00:22.9,26,35,NEARBY_COLLISION,HIGH,40.89,True
00:22.9,4,35,NEARBY_COLLISION,HIGH,42.25,True
00:22.9,26,39,NEARBY_COLLISION,HIGH,91.33,True
00:22.9,4,39,NEARBY_COLLISION,HIGH,88.54,True
00:22.9,26,5,NEARBY_COLLISION,HIGH,89.88,True
00:22.9,4,5,NEARBY_COLLISION,HIGH,87.38,True
00:22.9,3,39,COLLISION_WARNING,MEDIUM,24.79,True
00:22.9,39,3,COLLISION_WARNING,MEDIUM,24.79,True
00:22.9,3,10,NEARBY_COLLISION,MEDIUM,89.47,True
00:22.9,3,12,NEARBY_COLLISION,MEDIUM,87.37,True
00:22.9,3,21,NEARBY_COLLISION,MEDIUM,72.88,True
00:22.9,39,21,NEARBY_COLLISION,MEDIUM,93.93,False
00:22.9,3,23,NEARBY_COLLISION,MEDIUM,67.57,True
00:22.9,39,23,NEARBY_COLLISION,MEDIUM,48.20,True
00:22.9,3,25,NEARBY_COLLISION,MEDIUM,54.67,True
00:22.9,39,25,NEARBY_COLLISION,MEDIUM,64.60,False
00:22.9,39,26,NEARBY_COLLISION,MEDIUM,91.33,True
00:22.9,3,33,NEARBY_COLLISION,MEDIUM,52.72,True
00:22.9,39,33,NEARBY_COLLISION,MEDIUM,36.01,True
00:22.9,39,35,NEARBY_COLLISION,MEDIUM,88.72,True
00:22.9,39,4,NEARBY_COLLISION,MEDIUM,88.54,True
00:22.9,3,8,NEARBY_COLLISION,MEDIUM,37.27,True
00:22.9,39,8,NEARBY_COLLISION,MEDIUM,47.04,True
00:22.9,3,9,NEARBY_COLLISION,MEDIUM,86.66,False
00:22.9,39,9,NEARBY_COLLISION,MEDIUM,98.13,True
00:23.0,10,5,COLLISION_WARNING,MEDIUM,27.49,True
00:23.0,5,10,COLLISION_WARNING,MEDIUM,27.49,True
00:23.0,5,0,NEARBY_COLLISION,MEDIUM,88.65,True
00:23.0,10,12,NEARBY_COLLISION,MEDIUM,43.16,True
00:23.0,5,12,NEARBY_COLLISION,MEDIUM,69.98,True
00:23.0,10,14,NEARBY_COLLISION,MEDIUM,76.11,True
00:23.0,5,14,NEARBY_COLLISION,MEDIUM,48.74,True
00:23.0,10,20,NEARBY_COLLISION,MEDIUM,53.78,True
00:23.0,5,20,NEARBY_COLLISION,MEDIUM,26.70,True
00:23.0,5,26,NEARBY_COLLISION,MEDIUM,89.38,True
00:23.0,10,3,NEARBY_COLLISION,MEDIUM,91.06,True
00:23.0,10,33,NEARBY_COLLISION,MEDIUM,96.98,True
00:23.0,10,4,NEARBY_COLLISION,MEDIUM,98.68,True
00:23.0,5,4,NEARBY_COLLISION,MEDIUM,88.72,False
00:23.0,14,20,COLLISION_WARNING,MEDIUM,22.54,True
00:23.0,20,14,COLLISION_WARNING,MEDIUM,22.54,True
00:23.0,14,0,NEARBY_COLLISION,MEDIUM,85.43,True
00:23.0,20,0,NEARBY_COLLISION,MEDIUM,86.93,False
00:23.0,14,10,NEARBY_COLLISION,MEDIUM,76.11,True
00:23.0,20,10,NEARBY_COLLISION,MEDIUM,53.78,False
00:23.0,20,12,NEARBY_COLLISION,MEDIUM,96.63,True
00:23.0,14,26,NEARBY_COLLISION,MEDIUM,84.36,False
00:23.0,20,26,NEARBY_COLLISION,MEDIUM,79.76,True
00:23.0,14,4,NEARBY_COLLISION,MEDIUM,85.50,True
00:23.0,20,4,NEARBY_COLLISION,MEDIUM,80.05,True
00:23.0,14,5,NEARBY_COLLISION,MEDIUM,48.74,True
00:23.0,20,5,NEARBY_COLLISION,MEDIUM,26.70,True
00:23.0,15,16,COLLISION_WARNING,MEDIUM,13.46,True
00:23.0,16,15,COLLISION_WARNING,MEDIUM,13.46,True
00:23.0,16,12,NEARBY_COLLISION,MEDIUM,97.64,True
00:23.0,15,17,NEARBY_COLLISION,MEDIUM,4.41,True
00:23.0,16,17,NEARBY_COLLISION,MEDIUM,17.63,False
00:23.0,15,31,NEARBY_COLLISION,MEDIUM,69.90,True
00:23.0,16,31,NEARBY_COLLISION,MEDIUM,82.50,True
00:23.0,15,7,NEARBY_COLLISION,MEDIUM,16.86,True
00:23.0,16,7,NEARBY_COLLISION,MEDIUM,9.31,True
00:23.0,16,9,NEARBY_COLLISION,MEDIUM,95.30,True
00:23.0,15,7,COLLISION_WARNING,MEDIUM,16.86,True
00:23.0,7,15,COLLISION_WARNING,MEDIUM,16.86,True
00:23.0,7,12,NEARBY_COLLISION,MEDIUM,92.43,True
00:23.0,15,16,NEARBY_COLLISION,MEDIUM,13.46,False
00:23.0,7,16,NEARBY_COLLISION,MEDIUM,9.31,True
00:23.0,15,17,NEARBY_COLLISION,MEDIUM,4.41,True
00:23.0,7,17,NEARBY_COLLISION,MEDIUM,19.72,True
00:23.0,15,31,NEARBY_COLLISION,MEDIUM,69.90,True
00:23.0,7,31,NEARBY_COLLISION,MEDIUM,86.51,True
00:23.0,22,9,COLLISION_WARNING,HIGH,26.55,True
00:23.0,9,22,COLLISION_WARNING,HIGH,26.55,True
00:23.0,22,11,NEARBY_COLLISION,HIGH,64.49,True
00:23.0,9,11,NEARBY_COLLISION,HIGH,88.74,True
00:23.0,9,16,NEARBY_COLLISION,HIGH,95.30,True
00:23.0,9,23,NEARBY_COLLISION,HIGH,97.61,True
00:23.0,22,25,NEARBY_COLLISION,HIGH,52.49,True
00:23.0,9,25,NEARBY_COLLISION,HIGH,33.55,True
00:23.0,9,3,NEARBY_COLLISION,HIGH,85.28,False
00:23.0,9,39,NEARBY_COLLISION,HIGH,96.99,False
00:23.0,22,8,NEARBY_COLLISION,HIGH,67.65,True
00:23.0,9,8,NEARBY_COLLISION,HIGH,48.82,True
00:23.0,25,8,COLLISION_WARNING,HIGH,15.50,True
00:23.0,8,25,COLLISION_WARNING,HIGH,15.50,True
00:23.0,25,22,NEARBY_COLLISION,HIGH,52.49,True
00:23.0,8,22,NEARBY_COLLISION,HIGH,67.65,True
00:23.0,25,23,NEARBY_COLLISION,HIGH,69.77,True
00:23.0,8,23,NEARBY_COLLISION,HIGH,61.67,True
00:23.0,25,3,NEARBY_COLLISION,HIGH,53.18,True
00:23.0,8,3,NEARBY_COLLISION,HIGH,37.98,True
00:23.0,25,33,NEARBY_COLLISION,HIGH,98.07,True
00:23.0,8,33,NEARBY_COLLISION,HIGH,82.85,True
00:23.0,25,39,NEARBY_COLLISION,HIGH,63.44,True
00:23.0,8,39,NEARBY_COLLISION,HIGH,48.38,True
00:23.0,25,9,NEARBY_COLLISION,HIGH,33.55,True
00:23.0,8,9,NEARBY_COLLISION,HIGH,48.82,True
00:23.0,3,39,COLLISION_WARNING,MEDIUM,24.00,True
00:23.0,39,3,COLLISION_WARNING,MEDIUM,24.00,True
00:23.0,3,10,NEARBY_COLLISION,MEDIUM,91.06,True
00:23.0,3,12,NEARBY_COLLISION,MEDIUM,87.56,True
00:23.0,3,23,NEARBY_COLLISION,MEDIUM,65.35,True
00:23.0,39,23,NEARBY_COLLISION,MEDIUM,47.01,True
00:23.0,3,25,NEARBY_COLLISION,MEDIUM,53.18,True
00:23.0,39,25,NEARBY_COLLISION,MEDIUM,63.44,True
00:23.0,39,26,NEARBY_COLLISION,MEDIUM,91.50,True
00:23.0,3,33,NEARBY_COLLISION,MEDIUM,51.22,True
00:23.0,39,33,NEARBY_COLLISION,MEDIUM,34.73,True
00:23.0,39,35,NEARBY_COLLISION,MEDIUM,88.84,True
00:23.0,39,4,NEARBY_COLLISION,MEDIUM,88.27,True
00:23.0,3,8,NEARBY_COLLISION,MEDIUM,37.98,True
00:23.0,39,8,NEARBY_COLLISION,MEDIUM,48.38,True
00:23.0,3,9,NEARBY_COLLISION,MEDIUM,85.28,True
00:23.0,39,9,NEARBY_COLLISION,MEDIUM,96.99,True
00:23.1,10,5,COLLISION_WARNING,HIGH,24.86,True
00:23.1,5,10,COLLISION_WARNING,HIGH,24.86,True
00:23.1,5,0,NEARBY_COLLISION,HIGH,88.19,True
00:23.1,10,12,NEARBY_COLLISION,HIGH,44.52,True
00:23.1,5,12,NEARBY_COLLISION,HIGH,68.80,True
00:23.1,10,14,NEARBY_COLLISION,HIGH,73.24,True
00:23.1,5,14,NEARBY_COLLISION,HIGH,48.52,True
00:23.1,10,20,NEARBY_COLLISION,HIGH,52.90,True
00:23.1,5,20,NEARBY_COLLISION,HIGH,28.48,True
00:23.1,10,26,NEARBY_COLLISION,HIGH,98.47,True
00:23.1,5,26,NEARBY_COLLISION,HIGH,88.90,True
00:23.1,10,3,NEARBY_COLLISION,HIGH,92.61,False
00:23.1,10,33,NEARBY_COLLISION,HIGH,96.85,True
00:23.1,10,4,NEARBY_COLLISION,HIGH,98.60,True
00:23.1,5,4,NEARBY_COLLISION,HIGH,90.02,True
00:23.1,14,20,COLLISION_WARNING,HIGH,20.59,True
00:23.1,20,14,COLLISION_WARNING,HIGH,20.59,True
00:23.1,14,0,NEARBY_COLLISION,HIGH,84.24,True
00:23.1,20,0,NEARBY_COLLISION,HIGH,86.14,True
00:23.1,14,10,NEARBY_COLLISION,HIGH,73.24,True
00:23.1,20,10,NEARBY_COLLISION,HIGH,52.90,True
00:23.1,20,12,NEARBY_COLLISION,HIGH,97.21,True
00:23.1,14,26,NEARBY_COLLISION,HIGH,83.14,False
00:23.1,20,26,NEARBY_COLLISION,HIGH,78.56,True
00:23.1,14,4,NEARBY_COLLISION,HIGH,86.15,True
00:23.1,20,4,NEARBY_COLLISION,HIGH,80.84,True
00:23.1,14,5,NEARBY_COLLISION,HIGH,48.52,True
00:23.1,20,5,NEARBY_COLLISION,HIGH,28.48,True
00:23.1,15,16,COLLISION_WARNING,MEDIUM,12.57,True
00:23.1,16,15,COLLISION_WARNING,MEDIUM,12.57,True
00:23.1,16,12,NEARBY_COLLISION,MEDIUM,97.53,True
00:23.1,15,17,NEARBY_COLLISION,MEDIUM,5.65,True
00:23.1,16,17,NEARBY_COLLISION,MEDIUM,18.19,True
00:23.1,15,31,NEARBY_COLLISION,MEDIUM,71.92,True
00:23.1,16,31,NEARBY_COLLISION,MEDIUM,83.53,False
00:23.1,15,7,NEARBY_COLLISION,MEDIUM,15.88,True
00:23.1,16,7,NEARBY_COLLISION,MEDIUM,9.31,True
00:23.1,16,9,NEARBY_COLLISION,MEDIUM,95.48,True
00:23.1,15,7,COLLISION_WARNING,MEDIUM,15.88,True
00:23.1,7,15,COLLISION_WARNING,MEDIUM,15.88,True
00:23.1,7,12,NEARBY_COLLISION,MEDIUM,92.39,True
00:23.1,15,16,NEARBY_COLLISION,MEDIUM,12.57,True
00:23.1,7,16,NEARBY_COLLISION,MEDIUM,9.31,True
00:23.1,15,17,NEARBY_COLLISION,MEDIUM,5.65,True
00:23.1,7,17,NEARBY_COLLISION,MEDIUM,20.36,True
00:23.1,15,31,NEARBY_COLLISION,MEDIUM,71.92,True
00:23.1,7,31,NEARBY_COLLISION,MEDIUM,87.54,True
00:23.1,22,9,COLLISION_WARNING,HIGH,26.18,True
00:23.1,9,22,COLLISION_WARNING,HIGH,26.18,True
00:23.1,22,11,NEARBY_COLLISION,HIGH,66.35,True
00:23.1,9,11,NEARBY_COLLISION,HIGH,89.61,True
00:23.1,9,16,NEARBY_COLLISION,HIGH,95.48,True
00:23.1,9,23,NEARBY_COLLISION,HIGH,95.99,True
00:23.1,22,25,NEARBY_COLLISION,HIGH,53.07,True
00:23.1,9,25,NEARBY_COLLISION,HIGH,33.57,True
00:23.1,9,3,NEARBY_COLLISION,HIGH,83.91,True
00:23.1,9,39,NEARBY_COLLISION,HIGH,95.88,True
00:23.1,22,8,NEARBY_COLLISION,HIGH,65.99,True
00:23.1,9,8,NEARBY_COLLISION,HIGH,46.35,True
00:23.1,25,8,COLLISION_WARNING,HIGH,13.07,True
00:23.1,8,25,COLLISION_WARNING,HIGH,13.07,True
00:23.1,25,22,NEARBY_COLLISION,HIGH,53.07,True
00:23.1,8,22,NEARBY_COLLISION,HIGH,65.99,True
00:23.1,25,23,NEARBY_COLLISION,HIGH,68.06,True
00:23.1,8,23,NEARBY_COLLISION,HIGH,61.51,True
00:23.1,25,3,NEARBY_COLLISION,HIGH,51.71,True
00:23.1,8,3,NEARBY_COLLISION,HIGH,38.77,True
00:23.1,25,33,NEARBY_COLLISION,HIGH,95.62,True
00:23.1,8,33,NEARBY_COLLISION,HIGH,82.89,True
00:23.1,25,39,NEARBY_COLLISION,HIGH,62.31,True
00:23.1,8,39,NEARBY_COLLISION,HIGH,49.74,True
00:23.1,25,9,NEARBY_COLLISION,HIGH,33.57,True
00:23.1,8,9,NEARBY_COLLISION,HIGH,46.35,True
00:23.1,3,39,COLLISION_WARNING,MEDIUM,23.27,True
00:23.1,39,3,COLLISION_WARNING,MEDIUM,23.27,True
00:23.1,3,10,NEARBY_COLLISION,MEDIUM,92.61,True
00:23.1,3,12,NEARBY_COLLISION,MEDIUM,87.69,False
00:23.1,3,23,NEARBY_COLLISION,MEDIUM,63.17,True
00:23.1,39,23,NEARBY_COLLISION,MEDIUM,45.83,True
00:23.1,3,25,NEARBY_COLLISION,MEDIUM,51.71,True
00:23.1,39,25,NEARBY_COLLISION,MEDIUM,62.31,True
00:23.1,39,26,NEARBY_COLLISION,MEDIUM,91.66,True
00:23.1,3,33,NEARBY_COLLISION,MEDIUM,49.73,True
00:23.1,39,33,NEARBY_COLLISION,MEDIUM,33.41,True
00:23.1,39,35,NEARBY_COLLISION,MEDIUM,88.95,True
00:23.1,39,4,NEARBY_COLLISION,MEDIUM,87.99,True
00:23.1,3,8,NEARBY_COLLISION,MEDIUM,38.77,True
00:23.1,39,8,NEARBY_COLLISION,MEDIUM,49.74,True
00:23.1,3,9,NEARBY_COLLISION,MEDIUM,83.91,False
00:23.1,39,9,NEARBY_COLLISION,MEDIUM,95.88,True
00:23.2,10,5,COLLISION_WARNING,HIGH,22.24,True
00:23.2,5,10,COLLISION_WARNING,HIGH,22.24,True
00:23.2,5,0,NEARBY_COLLISION,HIGH,87.73,True
00:23.2,10,12,NEARBY_COLLISION,HIGH,45.90,True
00:23.2,5,12,NEARBY_COLLISION,HIGH,67.62,True
00:23.2,10,14,NEARBY_COLLISION,HIGH,70.37,True
00:23.2,5,14,NEARBY_COLLISION,HIGH,48.29,True
00:23.2,10,20,NEARBY_COLLISION,HIGH,51.97,True
00:23.2,5,20,NEARBY_COLLISION,HIGH,30.22,True
00:23.2,10,26,NEARBY_COLLISION,HIGH,96.75,True
00:23.2,5,26,NEARBY_COLLISION,HIGH,88.41,True
00:23.2,10,3,NEARBY_COLLISION,HIGH,94.13,True
00:23.2,10,33,NEARBY_COLLISION,HIGH,96.80,True
00:23.2,10,4,NEARBY_COLLISION,HIGH,98.52,True
00:23.2,5,4,NEARBY_COLLISION,HIGH,91.28,True
00:23.2,14,20,COLLISION_WARNING,HIGH,18.76,True
00:23.2,20,14,COLLISION_WARNING,HIGH,18.76,True
00:23.2,14,0,NEARBY_COLLISION,HIGH,83.06,True
00:23.2,20,0,NEARBY_COLLISION,HIGH,85.52,True
00:23.2,14,10,NEARBY_COLLISION,HIGH,70.37,True
00:23.2,20,10,NEARBY_COLLISION,HIGH,51.97,True
00:23.2,20,12,NEARBY_COLLISION,HIGH,97.74,True
00:23.2,14,26,NEARBY_COLLISION,HIGH,81.91,True
00:23.2,20,26,NEARBY_COLLISION,HIGH,77.16,True
00:23.2,14,4,NEARBY_COLLISION,HIGH,86.80,True
00:23.2,20,4,NEARBY_COLLISION,HIGH,81.40,False
00:23.2,14,5,NEARBY_COLLISION,HIGH,48.29,True
00:23.2,20,5,NEARBY_COLLISION,HIGH,30.22,True
00:23.2,15,16,COLLISION_WARNING,MEDIUM,11.68,True
00:23.2,16,15,COLLISION_WARNING,MEDIUM,11.68,True
00:23.2,16,12,NEARBY_COLLISION,MEDIUM,97.43,True
00:23.2,15,17,NEARBY_COLLISION,MEDIUM,7.09,True
00:23.2,16,17,NEARBY_COLLISION,MEDIUM,18.76,True
00:23.2,15,31,NEARBY_COLLISION,MEDIUM,73.91,True
00:23.2,16,31,NEARBY_COLLISION,MEDIUM,84.50,True
00:23.2,15,7,NEARBY_COLLISION,MEDIUM,14.88,True
00:23.2,16,7,NEARBY_COLLISION,MEDIUM,9.31,True
00:23.2,16,9,NEARBY_COLLISION,MEDIUM,95.67,True
00:23.2,15,7,COLLISION_WARNING,MEDIUM,14.88,True
00:23.2,7,15,COLLISION_WARNING,MEDIUM,14.88,True
00:23.2,7,12,NEARBY_COLLISION,MEDIUM,92.36,True
00:23.2,15,16,NEARBY_COLLISION,MEDIUM,11.68,False
00:23.2,7,16,NEARBY_COLLISION,MEDIUM,9.31,True
00:23.2,15,17,NEARBY_COLLISION,MEDIUM,7.09,True
00:23.2,7,17,NEARBY_COLLISION,MEDIUM,21.01,True
00:23.2,15,31,NEARBY_COLLISION,MEDIUM,73.91,True
00:23.2,7,31,NEARBY_COLLISION,MEDIUM,88.52,True
00:23.2,22,9,COLLISION_WARNING,HIGH,25.95,True
00:23.2,9,22,COLLISION_WARNING,HIGH,25.95,True
00:23.2,22,11,NEARBY_COLLISION,HIGH,68.18,True
00:23.2,9,11,NEARBY_COLLISION,HIGH,90.51,True
00:23.2,9,16,NEARBY_COLLISION,HIGH,95.67,True
00:23.2,9,23,NEARBY_COLLISION,HIGH,94.37,True
00:23.2,22,25,NEARBY_COLLISION,HIGH,53.72,True
00:23.2,9,25,NEARBY_COLLISION,HIGH,33.59,True
00:23.2,9,3,NEARBY_COLLISION,HIGH,82.56,True
00:23.2,9,39,NEARBY_COLLISION,HIGH,94.79,True
00:23.2,22,8,NEARBY_COLLISION,HIGH,64.36,True
00:23.2,9,8,NEARBY_COLLISION,HIGH,43.88,True
00:23.2,25,8,COLLISION_WARNING,HIGH,10.66,False
00:23.2,8,25,COLLISION_WARNING,HIGH,10.66,True
00:23.2,25,22,NEARBY_COLLISION,HIGH,53.72,True
00:23.2,8,22,NEARBY_COLLISION,HIGH,64.36,True
00:23.2,25,23,NEARBY_COLLISION,HIGH,66.34,True
00:23.2,8,23,NEARBY_COLLISION,HIGH,61.40,True
00:23.2,25,3,NEARBY_COLLISION,HIGH,50.27,True
00:23.2,8,3,NEARBY_COLLISION,HIGH,39.62,True
00:23.2,25,33,NEARBY_COLLISION,HIGH,93.13,True
00:23.2,8,33,NEARBY_COLLISION,HIGH,82.91,True
00:23.2,25,39,NEARBY_COLLISION,HIGH,61.21,True
00:23.2,8,39,NEARBY_COLLISION,HIGH,51.13,True
00:23.2,25,9,NEARBY_COLLISION,HIGH,33.59,True
00:23.2,8,9,NEARBY_COLLISION,HIGH,43.88,True
00:23.2,3,39,COLLISION_WARNING,MEDIUM,22.61,True
00:23.2,39,3,COLLISION_WARNING,MEDIUM,22.61,True
00:23.2,3,10,NEARBY_COLLISION,MEDIUM,94.13,False
00:23.2,3,12,NEARBY_COLLISION,MEDIUM,87.75,True
00:23.2,3,23,NEARBY_COLLISION,MEDIUM,61.03,True
00:23.2,39,23,NEARBY_COLLISION,MEDIUM,44.66,True
00:23.2,3,25,NEARBY_COLLISION,MEDIUM,50.27,True
00:23.2,39,25,NEARBY_COLLISION,MEDIUM,61.21,True
00:23.2,39,26,NEARBY_COLLISION,MEDIUM,91.80,True
00:23.2,3,33,NEARBY_COLLISION,MEDIUM,48.23,True
00:23.2,39,33,NEARBY_COLLISION,MEDIUM,32.03,True
00:23.2,39,35,NEARBY_COLLISION,MEDIUM,89.04,False
00:23.2,39,4,NEARBY_COLLISION,MEDIUM,87.70,True
00:23.2,3,8,NEARBY_COLLISION,MEDIUM,39.62,True
00:23.2,39,8,NEARBY_COLLISION,MEDIUM,51.13,True
00:23.2,3,9,NEARBY_COLLISION,MEDIUM,82.56,True
00:23.2,39,9,NEARBY_COLLISION,MEDIUM,94.79,True
00:23.3,10,5,COLLISION_WARNING,HIGH,19.61,True
00:23.3,5,10,COLLISION_WARNING,HIGH,19.61,True
00:23.3,10,0,NEARBY_COLLISION,HIGH,99.08,True
00:23.3,5,0,NEARBY_COLLISION,HIGH,87.28,True
00:23.3,10,12,NEARBY_COLLISION,HIGH,47.31,True
00:23.3,5,12,NEARBY_COLLISION,HIGH,66.45,True
00:23.3,10,14,NEARBY_COLLISION,HIGH,67.50,True
00:23.3,5,14,NEARBY_COLLISION,HIGH,48.08,True
00:23.3,10,20,NEARBY_COLLISION,HIGH,51.03,True
00:23.3,5,20,NEARBY_COLLISION,HIGH,31.97,True
00:23.3,10,26,NEARBY_COLLISION,HIGH,95.02,True
00:23.3,5,26,NEARBY_COLLISION,HIGH,87.94,True
00:23.3,10,3,NEARBY_COLLISION,HIGH,95.62,True
00:23.3,10,33,NEARBY_COLLISION,HIGH,96.83,True
00:23.3,10,4,NEARBY_COLLISION,HIGH,98.43,True
00:23.3,5,4,NEARBY_COLLISION,HIGH,92.51,True
00:23.3,14,20,COLLISION_WARNING,HIGH,16.96,True
00:23.3,20,14,COLLISION_WARNING,HIGH,16.96,True
00:23.3,14,0,NEARBY_COLLISION,HIGH,81.86,False
00:23.3,20,0,NEARBY_COLLISION,HIGH,84.90,True
00:23.3,14,10,NEARBY_COLLISION,HIGH,67.50,True
00:23.3,20,10,NEARBY_COLLISION,HIGH,51.03,True
00:23.3,20,12,NEARBY_COLLISION,HIGH,98.27,True
00:23.3,14,26,NEARBY_COLLISION,HIGH,80.68,True
00:23.3,20,26,NEARBY_COLLISION,HIGH,75.75,True
00:23.3,14,4,NEARBY_COLLISION,HIGH,87.42,True
00:23.3,20,4,NEARBY_COLLISION,HIGH,81.92,True
00:23.3,14,5,NEARBY_COLLISION,HIGH,48.08,True
00:23.3,20,5,NEARBY_COLLISION,HIGH,31.97,True
00:23.3,15,16,COLLISION_WARNING,CRITICAL,10.79,True
00:23.3,16,15,COLLISION_WARNING,CRITICAL,10.79,True
00:23.3,16,12,NEARBY_COLLISION,CRITICAL,97.34,True
00:23.3,15,17,NEARBY_COLLISION,CRITICAL,8.65,True
00:23.3,16,17,NEARBY_COLLISION,CRITICAL,19.36,True
00:23.3,15,31,NEARBY_COLLISION,CRITICAL,75.88,True
00:23.3,16,31,NEARBY_COLLISION,CRITICAL,85.44,True
00:23.3,15,7,NEARBY_COLLISION,CRITICAL,13.86,True
00:23.3,16,7,NEARBY_COLLISION,CRITICAL,9.31,True
00:23.3,16,9,NEARBY_COLLISION,CRITICAL,95.88,False
00:23.3,15,7,COLLISION_WARNING,MEDIUM,13.86,True
00:23.3,7,15,COLLISION_WARNING,MEDIUM,13.86,True
00:23.3,7,12,NEARBY_COLLISION,MEDIUM,92.34,True
00:23.3,15,16,NEARBY_COLLISION,MEDIUM,10.79,True
00:23.3,7,16,NEARBY_COLLISION,MEDIUM,9.31,True
00:23.3,15,17,NEARBY_COLLISION,MEDIUM,8.65,True
00:23.3,7,17,NEARBY_COLLISION,MEDIUM,21.69,True
00:23.3,15,31,NEARBY_COLLISION,MEDIUM,75.88,True
00:23.3,7,31,NEARBY_COLLISION,MEDIUM,89.46,True
00:23.3,22,9,COLLISION_WARNING,HIGH,25.85,True
00:23.3,9,22,COLLISION_WARNING,HIGH,25.85,True
00:23.3,22,11,NEARBY_COLLISION,HIGH,70.01,True
00:23.3,9,11,NEARBY_COLLISION,HIGH,91.45,True
00:23.3,9,16,NEARBY_COLLISION,HIGH,95.88,True
00:23.3,9,23,NEARBY_COLLISION,HIGH,92.76,True
00:23.3,22,25,NEARBY_COLLISION,HIGH,54.43,True
00:23.3,9,25,NEARBY_COLLISION,HIGH,33.62,True
00:23.3,9,3,NEARBY_COLLISION,HIGH,81.23,True
00:23.3,9,39,NEARBY_COLLISION,HIGH,93.74,True
00:23.3,22,8,NEARBY_COLLISION,HIGH,62.74,True
00:23.3,9,8,NEARBY_COLLISION,HIGH,41.41,True
00:23.3,25,8,COLLISION_WARNING,HIGH,8.31,True
00:23.3,8,25,COLLISION_WARNING,HIGH,8.31,True
00:23.3,25,22,NEARBY_COLLISION,HIGH,54.43,True
00:23.3,8,22,NEARBY_COLLISION,HIGH,62.74,True
00:23.3,25,23,NEARBY_COLLISION,HIGH,64.62,True
00:23.3,8,23,NEARBY_COLLISION,HIGH,61.33,True
00:23.3,25,3,NEARBY_COLLISION,HIGH,48.83,True
00:23.3,8,3,NEARBY_COLLISION,HIGH,40.53,True
00:23.3,25,33,NEARBY_COLLISION,HIGH,90.63,True
00:23.3,8,33,NEARBY_COLLISION,HIGH,82.91,False
00:23.3,25,39,NEARBY_COLLISION,HIGH,60.12,True
00:23.3,8,39,NEARBY_COLLISION,HIGH,52.55,True
00:23.3,25,9,NEARBY_COLLISION,HIGH,33.62,True
00:23.3,8,9,NEARBY_COLLISION,HIGH,41.41,True
00:23.3,3,39,COLLISION_WARNING,MEDIUM,22.02,True
