Timestamp,Vehicle1,Vehicle2,TTC,Distance,Severity
00:39.5,15,7,1.45,14.88,MEDIUM
00:39.5,22,9,0.17,25.95,HIGH
00:39.5,25,8,0.41,10.66,HIGH
00:39.5,3,39,1.76,22.61,MEDIUM
00:39.6,10,5,0.73,19.61,HIGH
00:39.6,14,20,0.80,16.96,HIGH
00:39.6,15,16,0.89,10.79,CRITICAL
00:39.6,15,7,1.32,13.86,MEDIUM
00:39.6,22,9,0.04,25.85,HIGH
00:39.6,25,8,0.31,8.31,HIGH
00:39.6,3,39,1.68,22.02,MEDIUM
00:39.7,10,5,0.63,16.99,HIGH
00:39.7,14,20,0.70,15.24,HIGH
00:39.7,15,16,0.77,9.91,CRITICAL
00:39.7,15,7,1.20,12.83,MEDIUM
00:39.7,25,8,0.21,6.08,HIGH
00:39.7,3,39,1.60,21.50,MEDIUM
00:39.7,33,39,1.99,29.18,MEDIUM
00:39.8,10,5,0.53,14.39,HIGH
00:39.8,14,20,0.60,13.83,HIGH
00:39.8,15,16,0.66,9.05,CRITICAL
00:39.8,15,7,1.07,11.78,MEDIUM
00:39.8,25,8,0.11,4.17,HIGH
00:39.8,3,39,1.52,21.04,MEDIUM
00:39.8,33,39,1.84,27.69,MEDIUM
00:39.9,10,5,0.43,11.82,HIGH
00:39.9,14,20,0.50,12.51,HIGH
00:39.9,15,16,0.55,8.20,CRITICAL
00:39.9,15,7,0.95,10.70,CRITICAL
00:39.9,25,8,0.01,3.20,HIGH
00:39.9,3,39,1.40,20.65,MEDIUM
00:39.9,33,39,1.69,26.17,MEDIUM
00:40.0,10,5,0.33,9.28,HIGH
00:40.0,14,20,0.41,11.35,HIGH
00:40.0,15,16,0.44,7.40,CRITICAL
00:40.0,15,7,0.83,9.61,CRITICAL
00:40.0,3,39,1.28,20.32,MEDIUM
00:40.0,33,39,1.56,24.61,MEDIUM
00:40.1,10,5,0.23,6.85,HIGH
00:40.1,14,20,0.31,10.59,HIGH
00:40.1,15,16,0.34,6.68,CRITICAL
00:40.1,15,7,0.72,8.52,CRITICAL
00:40.1,3,39,1.12,20.06,MEDIUM
00:40.1,33,39,1.42,23.02,MEDIUM
00:40.1,8,9,1.17,29.07,MEDIUM
00:40.2,10,5,0.13,4.67,HIGH
00:40.2,14,20,0.21,10.04,HIGH
00:40.2,15,16,0.24,6.06,CRITICAL
00:40.2,15,7,0.60,7.41,CRITICAL
00:40.2,3,39,0.92,19.86,HIGH
00:40.2,33,39,1.28,21.39,MEDIUM
00:40.2,8,9,1.06,26.60,MEDIUM
00:40.3,10,5,0.03,3.29,HIGH
00:40.3,14,20,0.11,9.72,HIGH
00:40.3,15,16,0.14,5.60,CRITICAL
00:40.3,15,7,0.50,6.32,CRITICAL
00:40.3,3,39,0.72,19.71,HIGH
00:40.3,33,39,1.16,19.74,MEDIUM
00:40.3,8,9,0.97,24.14,HIGH
00:40.4,14,20,0.01,9.66,HIGH
00:40.4,15,16,0.05,5.35,CRITICAL
00:40.4,15,7,0.39,5.24,CRITICAL
00:40.4,16,40,0.51,16.38,HIGH
00:40.4,3,39,0.48,19.63,HIGH
00:40.4,33,39,1.04,18.06,MEDIUM
00:40.4,8,9,0.87,21.69,HIGH
00:40.5,15,7,0.28,4.21,CRITICAL
00:40.5,3,39,0.16,19.60,HIGH
00:40.5,33,39,0.92,16.35,CRITICAL
00:40.5,8,9,0.77,19.24,HIGH
00:40.6,15,7,0.18,3.29,CRITICAL
00:40.6,33,39,0.81,14.62,CRITICAL
00:40.6,8,9,0.66,16.79,HIGH
00:40.7,15,7,0.08,2.64,CRITICAL
00:40.7,22,34,1.56,14.50,MEDIUM
00:40.7,33,39,0.69,12.87,CRITICAL
00:40.7,8,9,0.57,14.37,HIGH
00:40.8,22,34,1.49,14.13,MEDIUM
00:40.8,3,33,1.91,28.62,MEDIUM
00:40.8,33,39,0.59,11.13,CRITICAL
00:40.8,8,9,0.46,11.96,HIGH
00:40.9,22,34,1.25,13.78,MEDIUM
00:40.9,23,39,1.63,29.74,MEDIUM
00:40.9,3,33,1.88,27.18,MEDIUM
00:40.9,33,39,0.50,9.44,CRITICAL
00:40.9,8,9,0.36,9.59,HIGH
00:41.0,10,14,0.94,27.30,HIGH
00:41.0,22,34,1.09,13.48,MEDIUM
00:41.0,23,39,1.51,28.86,MEDIUM
00:41.0,3,33,1.85,25.80,MEDIUM
00:41.0,33,39,0.41,7.82,HIGH
00:41.0,34,8,2.17,29.78,LOW
00:41.0,8,9,0.27,7.30,HIGH
00:41.1,10,14,0.85,24.46,HIGH
00:41.1,22,34,0.93,13.23,HIGH
00:41.1,23,39,1.38,28.03,MEDIUM
00:41.1,25,3,2.36,29.26,LOW
00:41.1,3,33,1.82,24.47,MEDIUM
00:41.1,31,41,2.16,16.08,LOW
00:41.1,33,39,0.31,6.28,HIGH
00:41.1,34,8,2.01,28.39,LOW
00:41.1,8,9,0.16,5.18,HIGH
00:41.2,10,14,0.74,21.60,HIGH
00:41.2,16,7,2.84,7.87,LOW
00:41.2,22,34,0.76,13.03,HIGH
00:41.2,23,39,1.24,27.23,MEDIUM
00:41.2,25,3,2.27,28.08,LOW
00:41.2,3,33,1.78,23.19,MEDIUM
00:41.2,31,41,2.05,15.72,LOW
00:41.2,33,39,0.22,4.90,HIGH
00:41.2,34,8,1.90,26.99,MEDIUM
00:41.2,8,9,0.06,3.58,HIGH
00:41.3,10,14,0.64,18.76,HIGH
00:41.3,10,20,1.06,29.97,MEDIUM
00:41.3,16,7,2.49,7.66,LOW
00:41.3,22,34,0.58,12.87,HIGH
00:41.3,23,39,1.14,26.51,MEDIUM
00:41.3,25,3,2.16,26.91,LOW
00:41.3,3,33,1.75,21.97,MEDIUM
00:41.3,31,41,1.95,15.38,MEDIUM
00:41.3,33,39,0.12,3.80,HIGH
00:41.3,34,8,1.76,25.55,MEDIUM
00:41.4,10,14,0.55,15.95,HIGH
00:41.4,10,20,0.94,29.00,HIGH
00:41.4,16,7,2.22,7.45,LOW
00:41.4,22,34,0.38,12.77,HIGH
00:41.4,23,3,2.40,29.11,LOW
00:41.4,23,33,1.71,28.67,MEDIUM
00:41.4,23,39,1.02,25.89,MEDIUM
00:41.4,25,3,2.02,25.75,LOW
00:41.4,3,33,1.70,20.81,MEDIUM
00:41.4,31,41,1.95,15.04,MEDIUM
00:41.4,33,39,0.02,3.23,HIGH
00:41.4,34,8,1.63,24.10,MEDIUM
00:41.5,10,14,0.46,13.21,HIGH
00:41.5,10,20,0.82,28.14,HIGH
00:41.5,16,7,2.00,7.22,MEDIUM
00:41.5,22,34,0.20,12.68,HIGH
00:41.5,23,3,2.49,28.00,LOW
00:41.5,23,33,1.67,27.11,MEDIUM
00:41.5,23,39,0.89,25.36,HIGH
00:41.5,25,3,1.92,24.62,MEDIUM
00:41.5,27,36,1.34,29.67,MEDIUM
00:41.5,3,33,1.66,19.71,MEDIUM
00:41.5,31,41,2.05,14.71,LOW
00:41.5,34,8,1.52,22.64,MEDIUM
00:41.6,10,14,0.36,10.54,HIGH
00:41.6,10,20,0.70,27.40,HIGH
00:41.6,16,7,1.77,6.99,MEDIUM
00:41.6,22,34,0.02,12.62,HIGH
00:41.6,23,3,2.52,26.94,LOW
00:41.6,23,33,1.64,25.60,MEDIUM
00:41.6,23,39,0.76,24.92,HIGH
00:41.6,25,3,1.81,23.50,MEDIUM
00:41.6,27,36,1.21,27.43,MEDIUM
00:41.6,3,33,1.62,18.66,MEDIUM
00:41.6,31,41,2.28,14.47,LOW
00:41.6,34,8,1.38,21.14,MEDIUM
00:41.7,10,14,0.27,7.98,HIGH
00:41.7,10,20,0.58,26.79,HIGH
00:41.7,16,7,1.54,6.74,MEDIUM
00:41.7,23,25,1.84,29.11,MEDIUM
00:41.7,23,3,2.53,25.93,LOW
00:41.7,23,33,1.61,24.17,MEDIUM
00:41.7,23,39,0.62,24.57,HIGH
00:41.7,25,3,1.71,22.40,MEDIUM
00:41.7,27,36,1.09,25.16,MEDIUM
00:41.7,3,33,1.59,17.66,MEDIUM
00:41.7,31,41,2.78,14.37,LOW
00:41.7,34,8,1.27,19.64,MEDIUM
00:41.8,10,14,0.17,5.62,HIGH
00:41.8,10,20,0.45,26.31,HIGH
00:41.8,16,7,1.36,6.49,MEDIUM
00:41.8,23,25,1.77,27.57,MEDIUM
00:41.8,23,3,2.53,24.96,LOW
00:41.8,23,33,1.58,22.79,MEDIUM
00:41.8,23,39,0.47,24.30,HIGH
00:41.8,25,3,1.61,21.30,MEDIUM
00:41.8,27,36,0.98,22.87,HIGH
00:41.8,3,33,1.55,16.71,MEDIUM
00:41.8,34,8,1.15,18.11,MEDIUM
00:41.9,10,14,0.07,3.76,HIGH
00:41.9,10,20,0.32,25.96,HIGH
00:41.9,16,7,1.17,6.23,MEDIUM
00:41.9,22,8,2.07,29.23,LOW
00:41.9,23,25,1.71,26.04,MEDIUM
00:41.9,23,3,2.55,24.04,LOW
00:41.9,23,33,1.56,21.49,MEDIUM
00:41.9,23,39,0.31,24.13,HIGH
00:41.9,25,3,1.51,20.21,MEDIUM
00:41.9,27,36,0.86,20.54,HIGH
00:41.9,3,33,1.53,15.81,MEDIUM
00:41.9,34,8,1.03,16.57,MEDIUM
00:42.0,10,20,0.17,25.75,HIGH
00:42.0,16,7,1.03,5.97,MEDIUM
00:42.0,20,26,1.31,28.98,MEDIUM
00:42.0,22,8,1.95,27.73,MEDIUM
00:42.0,23,25,1.63,24.54,MEDIUM
00:42.0,23,3,2.58,23.16,LOW
00:42.0,23,33,1.53,20.24,MEDIUM
00:42.0,23,39,0.14,24.04,HIGH
00:42.0,25,3,1.40,19.13,MEDIUM
00:42.0,27,36,0.75,18.17,HIGH
00:42.0,3,33,1.50,14.95,MEDIUM
00:42.0,34,8,0.92,15.01,CRITICAL
00:42.1,10,20,0.02,25.69,HIGH
00:42.1,16,7,0.87,5.71,HIGH
00:42.1,20,26,1.19,26.76,MEDIUM
00:42.1,22,8,1.81,26.15,MEDIUM
00:42.1,23,25,1.57,23.07,MEDIUM
00:42.1,23,3,2.62,22.32,LOW
00:42.1,23,33,1.51,19.07,MEDIUM
00:42.1,25,3,1.30,18.07,MEDIUM
00:42.1,25,33,1.38,28.85,MEDIUM
00:42.1,27,36,0.63,15.78,HIGH
00:42.1,3,33,1.48,14.14,MEDIUM
00:42.1,34,8,0.81,13.45,HIGH
00:42.2,16,7,0.72,5.45,HIGH
00:42.2,20,26,1.08,24.53,MEDIUM
00:42.2,22,8,1.69,24.57,MEDIUM
00:42.2,23,25,1.49,21.62,MEDIUM
00:42.2,23,3,2.67,21.53,LOW
00:42.2,23,33,1.50,17.96,MEDIUM
00:42.2,25,3,1.20,17.03,MEDIUM
00:42.2,25,33,1.31,26.82,MEDIUM
00:42.2,27,36,0.52,13.36,HIGH
00:42.2,3,33,1.46,13.39,MEDIUM
00:42.2,34,8,0.71,11.89,HIGH
00:42.3,16,7,0.59,5.21,HIGH
00:42.3,20,26,0.96,22.26,HIGH
00:42.3,22,8,1.55,22.99,MEDIUM
00:42.3,23,25,1.42,20.20,MEDIUM
00:42.3,23,3,2.73,20.79,LOW
00:42.3,23,33,1.48,16.92,MEDIUM
00:42.3,25,3,1.10,16.01,MEDIUM
00:42.3,25,33,1.24,24.84,MEDIUM
00:42.3,27,36,0.42,10.94,HIGH
00:42.3,3,33,1.44,12.68,MEDIUM
00:42.3,31,41,0.89,15.69,HIGH
00:42.3,34,8,0.60,10.32,HIGH
00:42.4,16,7,0.46,4.98,HIGH
00:42.4,20,26,0.86,19.99,HIGH
00:42.4,22,8,1.43,21.40,MEDIUM
00:42.4,23,25,1.34,18.81,MEDIUM
00:42.4,23,3,2.80,20.09,LOW
00:42.4,23,33,1.47,15.95,MEDIUM
00:42.4,25,3,1.00,15.02,MEDIUM
00:42.4,25,33,1.16,22.91,MEDIUM
00:42.4,27,36,0.31,8.52,HIGH
00:42.4,3,33,1.43,12.02,MEDIUM
00:42.4,34,8,0.49,8.75,HIGH
00:42.5,16,7,0.34,4.79,HIGH
00:42.5,20,26,0.75,17.70,HIGH
00:42.5,22,8,1.28,19.70,MEDIUM
00:42.5,23,25,1.26,17.44,MEDIUM
00:42.5,23,3,2.89,19.44,LOW
00:42.5,23,33,1.47,15.04,MEDIUM
00:42.5,25,3,0.91,14.07,CRITICAL
00:42.5,25,33,1.10,21.03,MEDIUM
00:42.5,27,36,0.20,6.19,HIGH
00:42.5,3,33,1.42,11.42,MEDIUM
00:42.5,34,8,0.38,7.22,HIGH
00:42.6,16,7,0.23,4.63,HIGH
00:42.6,20,26,0.64,15.39,HIGH
00:42.6,22,8,1.15,17.99,MEDIUM
00:42.6,23,25,1.17,16.10,MEDIUM
00:42.6,23,3,3.00,18.83,LOW
00:42.6,23,33,1.47,14.20,MEDIUM
00:42.6,25,3,0.80,13.16,CRITICAL
00:42.6,25,33,1.02,19.20,MEDIUM
00:42.6,27,36,0.10,4.17,HIGH
00:42.6,3,33,1.42,10.86,MEDIUM
00:42.6,34,8,0.28,5.74,HIGH
00:42.7,16,7,0.11,4.53,HIGH
00:42.7,20,26,0.54,13.09,HIGH
00:42.7,22,8,1.02,16.29,MEDIUM
00:42.7,23,25,1.08,14.80,MEDIUM
00:42.7,23,33,1.48,13.40,MEDIUM
00:42.7,25,3,0.70,12.30,CRITICAL
00:42.7,25,33,0.95,17.41,HIGH
00:42.7,27,36,0.00,3.20,HIGH
00:42.7,3,33,1.42,10.36,MEDIUM
00:42.7,34,8,0.18,4.42,HIGH
00:42.8,16,7,0.01,4.48,HIGH
00:42.8,20,26,0.43,10.79,HIGH
00:42.8,22,8,0.89,14.57,HIGH
00:42.8,23,25,1.00,13.53,HIGH
00:42.8,23,33,1.49,12.63,MEDIUM
00:42.8,25,3,0.61,11.50,CRITICAL
00:42.8,25,33,0.87,15.68,HIGH
00:42.8,3,33,1.42,9.95,MEDIUM
00:42.8,34,8,0.08,3.46,HIGH
00:42.9,20,26,0.33,8.53,HIGH
00:42.9,22,8,0.77,12.85,HIGH
00:42.9,23,25,0.90,12.30,HIGH
00:42.9,23,33,1.51,11.92,MEDIUM
00:42.9,25,3,0.51,10.78,CRITICAL
00:42.9,25,33,0.80,13.99,HIGH
00:42.9,3,33,1.43,9.58,MEDIUM
00:43.0,20,26,0.22,6.34,HIGH
00:43.0,22,8,0.65,11.13,HIGH
00:43.0,23,25,0.79,11.11,HIGH
00:43.0,23,33,1.55,11.28,MEDIUM
00:43.0,25,3,0.40,10.15,CRITICAL
00:43.0,25,33,0.72,12.34,HIGH
00:43.0,3,33,1.44,9.26,MEDIUM
00:43.1,20,26,0.12,4.39,HIGH
00:43.1,22,8,0.54,9.43,HIGH
00:43.1,23,25,0.69,9.97,HIGH
00:43.1,23,33,1.61,10.71,MEDIUM
00:43.1,25,3,0.30,9.63,CRITICAL
00:43.1,25,33,0.64,10.75,HIGH
00:43.1,3,33,1.48,8.98,MEDIUM
00:43.2,20,26,0.02,3.24,HIGH
00:43.2,22,8,0.42,7.75,HIGH
00:43.2,23,25,0.58,8.91,HIGH
00:43.2,23,33,1.69,10.21,MEDIUM
00:43.2,25,3,0.20,9.23,CRITICAL
00:43.2,25,33,0.55,9.22,HIGH
00:43.2,3,33,1.54,8.74,MEDIUM
00:43.3,22,8,0.31,6.13,HIGH
00:43.3,23,25,0.48,7.95,HIGH
00:43.3,23,33,1.82,9.78,MEDIUM
00:43.3,25,3,0.10,8.99,CRITICAL
00:43.3,25,33,0.47,7.75,HIGH
00:43.3,3,33,1.62,8.54,MEDIUM
00:43.4,22,8,0.20,4.67,HIGH
00:43.4,23,25,0.36,7.11,HIGH
00:43.4,23,33,2.00,9.41,LOW
00:43.4,25,3,0.00,8.90,CRITICAL
00:43.4,25,33,0.39,6.36,HIGH
00:43.4,29,41,1.64,29.59,MEDIUM
00:43.4,3,33,1.76,8.37,MEDIUM
00:43.5,10,26,2.02,29.63,LOW
00:43.5,17,31,1.44,28.80,MEDIUM
00:43.5,22,8,0.10,3.56,HIGH
00:43.5,23,25,0.25,6.44,HIGH
00:43.5,23,33,2.27,9.11,LOW
00:43.5,25,33,0.30,5.08,HIGH
00:43.5,29,41,1.53,27.80,MEDIUM
00:43.5,3,33,1.96,8.24,MEDIUM
00:43.6,10,26,1.91,28.33,MEDIUM
00:43.6,17,31,1.34,26.82,MEDIUM
00:43.6,23,25,0.14,6.00,CRITICAL
00:43.6,23,33,2.69,8.87,LOW
00:43.6,25,33,0.21,3.95,CRITICAL
00:43.6,29,41,1.42,26.00,MEDIUM
00:43.6,3,33,2.28,8.13,LOW
00:43.7,0,10,1.70,29.45,MEDIUM
00:43.7,10,26,1.81,27.02,MEDIUM
00:43.7,17,31,1.22,24.82,MEDIUM
00:43.7,23,25,0.02,5.83,CRITICAL
00:43.7,25,33,0.11,3.07,CRITICAL
00:43.7,29,41,1.30,24.17,MEDIUM
00:43.7,3,33,2.75,8.04,LOW
00:43.8,0,10,1.59,27.94,MEDIUM
00:43.8,10,26,1.70,25.73,MEDIUM
00:43.8,17,31,1.10,22.79,MEDIUM
00:43.8,25,33,0.02,2.66,CRITICAL
00:43.8,29,41,1.19,22.33,MEDIUM
00:43.9,0,10,1.48,26.41,MEDIUM
00:43.9,10,26,1.61,24.52,MEDIUM
00:43.9,17,31,1.00,20.76,HIGH
00:43.9,29,41,1.08,20.48,MEDIUM
00:43.9,3,9,2.41,29.94,LOW
00:44.0,0,10,1.34,24.70,MEDIUM
00:44.0,10,26,1.59,23.60,MEDIUM
00:44.0,17,31,0.90,18.73,HIGH
00:44.0,29,41,0.97,18.61,HIGH
00:44.0,3,9,2.30,28.80,LOW
00:44.1,0,10,1.23,23.05,MEDIUM
00:44.1,10,26,1.56,22.73,MEDIUM
00:44.1,17,31,0.78,16.67,HIGH
00:44.1,23,9,2.49,29.96,LOW
00:44.1,29,41,0.86,16.72,HIGH
00:44.1,3,9,2.22,27.68,LOW
00:44.2,0,10,1.11,21.46,MEDIUM
00:44.2,10,26,1.50,21.94,MEDIUM
00:44.2,17,31,0.68,14.61,HIGH
00:44.2,23,9,2.37,28.79,LOW
00:44.2,29,41,0.75,14.82,HIGH
00:44.2,3,9,2.10,26.56,LOW
00:44.3,0,10,1.01,19.80,MEDIUM
00:44.3,10,26,1.52,21.34,MEDIUM
00:44.3,17,31,0.57,12.55,HIGH
00:44.3,23,9,2.29,27.64,LOW
00:44.3,29,41,0.64,12.92,HIGH
00:44.3,3,9,2.02,25.45,LOW
00:44.3,33,9,2.44,28.85,LOW
00:44.4,0,10,0.91,18.02,HIGH
00:44.4,10,26,1.57,20.99,MEDIUM
00:44.4,17,31,0.47,10.48,HIGH
00:44.4,23,9,2.19,26.48,LOW
00:44.4,29,41,0.53,11.00,HIGH
00:44.4,3,9,1.92,24.35,MEDIUM
00:44.4,33,9,2.33,27.67,LOW
00:44.5,0,10,0.83,16.31,HIGH
00:44.5,10,26,1.64,20.69,MEDIUM
00:44.5,17,31,0.36,8.45,HIGH
00:44.5,23,9,2.09,25.33,LOW
00:44.5,29,41,0.43,9.11,HIGH
00:44.5,3,9,1.82,23.25,MEDIUM
00:44.5,33,9,2.23,26.50,LOW
00:44.6,0,10,0.74,14.67,HIGH
00:44.6,10,26,1.56,20.45,MEDIUM
00:44.6,17,31,0.26,6.49,HIGH
00:44.6,23,9,1.98,24.18,MEDIUM
00:44.6,29,41,0.32,7.24,HIGH
00:44.6,3,9,1.71,22.16,MEDIUM
00:44.6,33,9,2.13,25.32,LOW
00:44.7,0,10,0.66,12.98,HIGH
00:44.7,10,26,1.60,20.35,MEDIUM
00:44.7,17,31,0.16,4.70,HIGH
00:44.7,23,9,1.88,23.02,MEDIUM
00:44.7,29,41,0.22,5.49,HIGH
00:44.7,3,9,1.61,21.08,MEDIUM
00:44.7,33,9,2.02,24.13,LOW
00:44.8,0,10,0.59,11.31,HIGH
00:44.8,10,26,1.48,20.32,MEDIUM
00:44.8,17,31,0.05,3.42,HIGH
00:44.8,23,9,1.78,21.88,MEDIUM
00:44.8,29,41,0.12,4.00,HIGH
00:44.8,3,9,1.51,20.01,MEDIUM
00:44.8,33,9,1.92,22.96,MEDIUM
00:44.9,0,10,0.51,9.71,HIGH
00:44.9,0,26,1.76,29.75,MEDIUM
00:44.9,10,26,0.59,20.34,HIGH
00:44.9,23,9,1.69,20.74,MEDIUM
00:44.9,29,41,0.02,3.22,HIGH
00:44.9,3,9,1.42,18.96,MEDIUM
00:44.9,33,9,1.83,21.78,MEDIUM
00:45.0,0,10,0.43,8.19,HIGH
00:45.0,0,26,1.76,28.16,MEDIUM
00:45.0,12,3,2.75,29.06,LOW
00:45.0,23,9,1.59,19.61,MEDIUM
00:45.0,3,9,1.32,17.92,MEDIUM
00:45.0,33,9,1.73,20.61,MEDIUM
00:45.1,0,10,0.35,6.77,HIGH
00:45.1,0,26,1.76,26.67,MEDIUM
00:45.1,12,3,2.73,28.03,LOW
00:45.1,23,9,1.49,18.48,MEDIUM
00:45.1,3,9,1.22,16.91,MEDIUM
00:45.1,33,9,1.63,19.44,MEDIUM
00:45.2,0,10,0.26,5.42,HIGH
00:45.2,0,26,1.77,25.27,MEDIUM
00:45.2,12,3,2.74,27.04,LOW
00:45.2,23,9,1.38,17.35,MEDIUM
00:45.2,3,9,1.11,15.91,MEDIUM
00:45.2,33,9,1.52,18.26,MEDIUM
00:45.3,0,10,0.17,4.26,HIGH
00:45.3,0,26,1.79,23.95,MEDIUM
00:45.3,12,3,2.73,26.09,LOW
00:45.3,23,9,1.28,16.23,MEDIUM
00:45.3,28,35,1.72,29.05,MEDIUM
00:45.3,3,9,1.01,14.94,MEDIUM
00:45.3,33,9,1.42,17.09,MEDIUM
00:45.4,0,10,0.07,3.44,HIGH
00:45.4,0,26,1.82,22.73,MEDIUM
00:45.4,12,3,2.72,25.16,LOW
00:45.4,17,29,1.58,29.15,MEDIUM
00:45.4,23,9,1.19,15.14,MEDIUM
00:45.4,28,35,1.63,27.37,MEDIUM
00:45.4,3,9,0.92,14.01,CRITICAL
00:45.4,31,40,1.42,29.03,MEDIUM
00:45.4,33,9,1.33,15.92,MEDIUM
00:45.5,0,26,1.65,21.46,MEDIUM
00:45.5,12,3,2.71,24.27,LOW
00:45.5,17,29,1.47,27.35,MEDIUM
00:45.5,23,9,1.08,14.04,MEDIUM
00:45.5,28,35,1.55,25.71,MEDIUM
00:45.5,3,9,0.81,13.11,CRITICAL
00:45.5,31,40,1.30,26.97,MEDIUM
00:45.5,33,9,1.22,14.75,MEDIUM
00:45.6,0,26,1.49,20.13,MEDIUM
00:45.6,12,3,2.72,23.40,LOW
00:45.6,15,5,1.16,28.27,MEDIUM
00:45.6,17,29,1.37,25.55,MEDIUM
00:45.6,23,9,0.98,12.96,CRITICAL
00:45.6,28,35,1.47,24.07,MEDIUM
00:45.6,3,9,0.71,12.27,CRITICAL
00:45.6,31,40,1.17,24.89,MEDIUM
00:45.6,33,9,1.12,13.58,MEDIUM
00:45.7,0,26,1.33,18.76,MEDIUM
00:45.7,12,3,2.69,22.57,LOW
00:45.7,15,5,1.06,25.87,MEDIUM
00:45.7,17,29,1.27,23.75,MEDIUM
00:45.7,23,9,0.88,11.91,CRITICAL
00:45.7,28,35,1.37,22.44,MEDIUM
00:45.7,3,9,0.61,11.48,CRITICAL
00:45.7,31,40,1.05,22.77,MEDIUM
00:45.7,33,9,1.02,12.42,MEDIUM
00:45.8,0,26,1.18,17.34,MEDIUM
00:45.8,12,3,2.72,21.76,LOW
00:45.8,15,5,0.96,23.46,HIGH
00:45.8,17,29,1.17,21.96,MEDIUM
00:45.8,23,9,0.79,10.88,CRITICAL
00:45.8,28,35,1.28,20.83,MEDIUM
00:45.8,3,9,0.51,10.78,CRITICAL
00:45.8,31,40,0.94,20.62,HIGH
00:45.8,33,9,0.93,11.27,CRITICAL
00:45.9,0,26,1.04,15.88,MEDIUM
00:45.9,12,3,2.72,20.99,LOW
00:45.9,15,5,0.86,21.05,HIGH
00:45.9,17,29,1.07,20.18,MEDIUM
00:45.9,23,9,0.69,9.90,CRITICAL
00:45.9,28,35,1.18,19.23,MEDIUM
00:45.9,3,9,0.42,10.16,CRITICAL
00:45.9,31,40,0.82,18.44,HIGH
00:45.9,33,9,0.83,10.12,CRITICAL
00:46.0,0,26,0.92,14.39,HIGH
00:46.0,12,3,2.71,20.25,LOW
00:46.0,12,9,1.33,29.38,MEDIUM
00:46.0,15,5,0.76,18.65,HIGH
00:46.0,17,29,0.97,18.42,HIGH
00:46.0,23,9,0.58,8.96,CRITICAL
00:46.0,28,35,1.09,17.66,MEDIUM
00:46.0,3,9,0.31,9.64,CRITICAL
00:46.0,31,40,0.71,16.24,HIGH
00:46.0,33,9,0.73,8.99,CRITICAL
00:46.1,0,26,0.80,12.87,HIGH
00:46.1,12,3,2.72,19.53,LOW
00:46.1,12,9,1.23,28.54,MEDIUM
00:46.1,15,5,0.66,16.27,HIGH
00:46.1,17,29,0.87,16.66,HIGH
00:46.1,23,9,0.49,8.09,CRITICAL
00:46.1,28,35,0.99,16.11,CRITICAL
00:46.1,3,9,0.22,9.25,CRITICAL
00:46.1,31,40,0.60,14.03,HIGH
00:46.1,33,9,0.63,7.87,CRITICAL
00:46.2,0,26,0.68,11.33,HIGH
00:46.2,10,37,1.19,27.84,MEDIUM
00:46.2,12,3,2.71,18.83,LOW
00:46.2,12,9,1.11,27.77,MEDIUM
00:46.2,15,5,0.56,13.89,HIGH
00:46.2,17,29,0.77,14.91,HIGH
00:46.2,23,9,0.38,7.29,CRITICAL
00:46.2,28,35,0.88,14.59,CRITICAL
00:46.2,3,9,0.11,9.00,CRITICAL
00:46.2,31,40,0.49,11.80,HIGH
00:46.2,33,9,0.53,6.76,CRITICAL
00:46.3,0,26,0.56,9.76,HIGH
00:46.3,10,37,1.07,25.49,MEDIUM
00:46.3,12,3,2.77,18.18,LOW
00:46.3,12,9,0.98,27.08,HIGH
00:46.3,15,5,0.46,11.54,HIGH
00:46.3,23,9,0.28,6.62,CRITICAL
00:46.3,28,35,0.78,13.11,CRITICAL
00:46.3,3,9,0.01,8.90,CRITICAL
00:46.3,31,40,0.38,9.56,HIGH
00:46.3,33,9,0.43,5.69,CRITICAL
00:46.4,0,26,0.45,8.19,HIGH
00:46.4,10,37,0.95,23.12,HIGH
00:46.4,12,3,2.78,17.55,LOW
00:46.4,12,9,0.86,26.47,HIGH
00:46.4,15,5,0.36,9.23,HIGH
00:46.4,23,9,0.19,6.11,CRITICAL
00:46.4,27,38,1.10,29.36,MEDIUM
00:46.4,28,35,0.68,11.67,CRITICAL
00:46.4,31,40,0.28,7.36,HIGH
00:46.4,33,9,0.33,4.67,CRITICAL
00:46.5,0,26,0.34,6.64,HIGH
00:46.5,10,37,0.84,20.70,HIGH
00:46.5,12,3,2.79,16.94,LOW
00:46.5,12,9,0.73,25.93,HIGH
00:46.5,15,5,0.26,7.02,HIGH
00:46.5,23,9,0.08,5.79,CRITICAL
00:46.5,27,38,1.02,26.77,MEDIUM
00:46.5,28,35,0.57,10.29,CRITICAL
00:46.5,31,40,0.17,5.29,HIGH
00:46.5,33,9,0.23,3.74,CRITICAL
00:46.6,0,26,0.23,5.17,HIGH
00:46.6,10,37,0.72,18.25,HIGH
00:46.6,12,3,2.78,16.35,LOW
00:46.6,12,9,0.62,25.48,HIGH
00:46.6,15,5,0.16,5.02,HIGH
00:46.6,27,38,0.94,24.23,HIGH
00:46.6,28,35,0.45,8.99,CRITICAL
00:46.6,31,40,0.07,3.65,HIGH
00:46.6,33,9,0.13,3.01,CRITICAL
00:46.6,35,4,2.92,28.05,LOW
00:46.7,0,26,0.13,3.92,HIGH
00:46.7,10,37,0.61,15.77,HIGH
00:46.7,12,3,2.88,15.80,LOW
